account_id,customer_id,account_type,account_status,currency,open_date,close_date,branch_code,branch_city,current_balance,avg_monthly_balance_6m,credit_limit,credit_utilization_pct,overdraft_enabled,card_type,is_joint_account,num_linked_devices,mobile_banking_enrolled,last_login_date,avg_monthly_txn_count,account_tier
ACC_000147,CUST_00100,,ACTIVE,INR,2020-10-17,,BR135,Delhi,83783.02,96303.26,0.0,0.0,N,NONE,1,2,Y,2026-09-16,15,GOLD
ACC_000148,CUST_00100,CREDIT_CARD,ACTIVE,INR,2022-01-06,,BR138,Delhi,5893.99,4106.12,500000.0,52.0,N,CLASSIC,0,1,Y,2026-06-09,2,BASIC
ACC_000149,CUST_00101,SALARY,ACTIVE,INR,2022-09-03,,BR111,Mysuru,14044.95,19201.48,0.0,0.0,N,CLASSIC,0,5,Y,2026-08-30,26,BASIC
ACC_000150,CUST_00101,NRE,ACTIVE,INR,2021-09-09,,BR103,Mysuru,79354.81,115364.51,0.0,0.0,N,CLASSIC,0,3,Y,2026-09-03,11,GOLD
ACC_000151,CUST_00101,CURRENT,ACTIVE,INR,2021-06-30,,BR135,Mysuru,14187.63,14816.22,0.0,0.0,N,NONE,0,3,N,2026-07-07,14,SILVER
ACC_000152,CUST_00102,,ACTIVE,INR,2025-05-16,,BR108,Pune,36440.98,32395.2,1000000.0,39.4,N,,1,1,Y,2026-07-06,35,SILVER
ACC_000153,CUST_00102,SALARY,ACTIVE,INR,2025-09-11,,BR106,Pune,112286.1,126927.98,0.0,0.0,N,GOLD,0,2,Y,2026-06-25,31,BASIC
ACC_000154,CUST_00103,SAVINGS,ACTIVE,INR,2023-06-11,,,Kochi,46359.61,66483.97,0.0,0.0,N,GOLD,0,3,Y,2026-06-07,30,SILVER
ACC_000155,CUST_00103,SALARY,ACTIVE,INR,2017-04-06,,BR131,Kochi,170776.21,173446.49,0.0,0.0,N,PLATINUM,0,3,Y,2026-09-18,28,BASIC
ACC_000156,CUST_00104,CURRENT,ACTIVE,INR,2018-03-01,,BR119,Pune,80295.23,55016.35,0.0,0.0,Y,NONE,0,1,Y,2026-07-21,30,BASIC
ACC_000157,CUST_00105,SAVINGS,ACTIVE,INR,2019-06-30,,BR127,Gurugram,3685.53,2922.93,0.0,0.0,N,,0,3,Y,2026-09-10,14,SILVER
ACC_000158,CUST_00106,SAVINGS,ACTIVE,INR,2018-12-10,,BR133,Bengaluru,188893.87,214896.07,0.0,0.0,Y,GOLD,0,2,Y,2026-06-22,35,BASIC
ACC_000159,CUST_00107,SAVINGS,DORMANT,INR,2022-08-22,,BR105,Indore,26693.35,38211.8,0.0,0.0,N,,0,2,Y,2026-05-30,16,BASIC
ACC_000160,CUST_00108,SAVINGS,ACTIVE,INR,2022-07-27,,BR101,Chandigarh,340182.34,376378.15,0.0,0.0,N,CLASSIC,0,1,Y,2026-08-22,32,BASIC
ACC_000161,CUST_00108,SAVINGS,DORMANT,INR,2019-10-03,,BR136,Chandigarh,11221.87,11746.78,0.0,0.0,N,PLATINUM,1,2,Y,2026-09-16,24,SILVER
ACC_000162,CUST_00109,SALARY,DORMANT,INR,2019-12-07,,,Chennai,14010.63,19487.21,0.0,0.0,N,GOLD,0,3,Y,2026-09-02,18,BASIC
ACC_000163,CUST_00110,SALARY,ACTIVE,INR,2026-06-03,,,Coimbatore,57520.08,60219.58,0.0,0.0,N,NONE,0,5,Y,2026-08-11,13,SILVER
ACC_000164,CUST_00111,CREDIT_CARD,ACTIVE,INR,2016-07-11,,BR118,Ahmedabad,109530.02,102631.55,100000.0,34.1,Y,CLASSIC,0,1,Y,2026-09-06,27,GOLD
ACC_000165,CUST_00111,CURRENT,,INR,2023-06-22,,BR107,Ahmedabad,205723.86,227932.45,0.0,0.0,N,CLASSIC,0,4,Y,2026-06-24,18,PLATINUM
ACC_000166,CUST_00112,SAVINGS,ACTIVE,INR,2024-01-30,,BR130,Hyderabad,19039.0,25041.53,0.0,0.0,Y,GOLD,0,3,Y,2026-08-08,38,SILVER
ACC_000167,CUST_00113,SALARY,ACTIVE,INR,2017-03-14,,BR128,Mysuru,80573.5,86085.68,0.0,0.0,Y,GOLD,0,3,Y,2026-06-24,16,SILVER
ACC_000168,CUST_00114,SALARY,ACTIVE,INR,2025-01-09,,,Coimbatore,44023.96,50928.82,0.0,0.0,N,GOLD,0,1,Y,2026-06-03,30,BASIC
ACC_000169,CUST_00115,SALARY,ACTIVE,INR,2018-02-25,,BR131,Indore,51528.17,40856.36,0.0,0.0,N,NONE,0,1,Y,2026-09-03,28,BASIC
ACC_000170,CUST_00115,SALARY,ACTIVE,INR,2025-07-08,,BR102,Indore,7303.1,5018.17,0.0,0.0,N,SIGNATURE,0,5,Y,2026-09-09,27,SILVER
ACC_000171,CUST_00116,CURRENT,ACTIVE,INR,2021-01-18,,BR135,,80154.88,93846.21,0.0,0.0,,GOLD,0,2,Y,2026-08-09,25,GOLD
ACC_000172,CUST_00117,SAVINGS,ACTIVE,INR,2017-11-22,,BR109,,6865.49,10258.33,0.0,0.0,N,CLASSIC,0,2,Y,2026-07-11,15,SILVER
ACC_000173,CUST_00118,CURRENT,ACTIVE,INR,2021-01-31,,BR119,Chennai,130296.29,184068.3,0.0,0.0,,PLATINUM,0,1,Y,2026-09-15,27,GOLD
ACC_000174,CUST_00118,,ACTIVE,INR,2022-08-17,,BR116,Chennai,17863.86,12607.49,0.0,0.0,N,,0,1,Y,2026-09-16,39,
ACC_000175,CUST_00119,SAVINGS,ACTIVE,INR,2021-11-28,,BR121,Jaipur,77794.81,84127.96,0.0,0.0,N,CLASSIC,1,4,Y,2026-08-06,30,SILVER
ACC_000176,CUST_00119,SALARY,ACTIVE,INR,2023-04-11,,BR105,Jaipur,10747.0,9452.94,0.0,0.0,N,,0,1,Y,2026-08-21,25,SILVER
ACC_000177,CUST_00120,CURRENT,ACTIVE,INR,2023-07-27,,BR114,Pune,25636.72,17557.5,0.0,0.0,Y,CLASSIC,0,7,Y,2026-08-09,25,BASIC
ACC_000178,CUST_00120,SALARY,ACTIVE,INR,2018-01-26,,BR134,Pune,116603.87,126998.64,0.0,0.0,N,GOLD,0,5,Y,2026-05-22,20,SILVER
